p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,280.9,111.1,Ovate,Intermediate,Semi-Arid,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,212.2,94.8,Intermediate,Yellow,Temperate,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,190.7,94.0,Ovate,Yellow,Tropical,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,194.6,99.2,Intermediate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,197.4,100.3,Ovate,Yellow,Temperate,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,211.7,92.8,Intermediate,Yellow,Temperate,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,220.2,101.5,Ovate,Yellow,Temperate,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,203.6,98.3,Intermediate,Yellow,Temperate,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,203.2,102.2,Intermediate,Yellow,Temperate,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,187.2,101.3,Ovate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,205.0,88.3,Pinnate,Yellow,Tropical,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,210.5,102.5,Intermediate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,191.1,98.0,Intermediate,Yellow,Tropical,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,194.6,94.5,Intermediate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,211.2,97.3,Intermediate,Yellow,Tropical,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,196.5,96.1,Pinnate,Yellow,Temperate,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,210.0,90.1,Intermediate,Yellow,Tropical,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,167.8,111.6,Pinnate,Intermediate,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,159.1,107.4,Intermediate,Intermediate,Cool Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,161.4,97.0,Intermediate,Intermediate,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,159.3,100.8,Pinnate,Intermediate,Cool Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,175.0,110.5,Pinnate,Yellow,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,171.5,101.6,Pinnate,Intermediate,Cool Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,168.1,109.1,Ovate,Yellow,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,164.1,105.9,Pinnate,Intermediate,Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,168.7,110.4,Intermediate,White,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,183.6,95.4,Ovate,Intermediate,Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,156.1,98.1,Intermediate,Intermediate,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,151.8,102.9,Pinnate,Intermediate,Cool Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,160.3,104.8,Pinnate,Intermediate,Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,167.0,107.9,Intermediate,Intermediate,Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,172.1,99.1,Pinnate,Intermediate,Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,167.5,95.5,Pinnate,Yellow,Cool Temperate,Very High,High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,111.1,117.2,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,110.3,115.9,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,105.0,111.4,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,108.0,120.5,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,98.5,119.1,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,119.1,111.4,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,109.2,111.1,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,112.0,119.3,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,108.9,108.4,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,112.3,114.0,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,112.9,118.0,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,118.0,116.6,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,108.3,109.8,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,115.1,120.1,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,111.9,118.0,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,108.0,111.3,Linear,White,Tropical,Very High,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,108.5,115.5,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,108.7,109.4,Linear,White,Temperate,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,106.4,110.6,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,109.0,114.5,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,105.2,110.6,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,109.7,103.3,Linear,White,Temperate,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,101.6,108.2,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,102.4,105.5,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,107.9,107.6,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,111.5,118.5,Linear,White,Temperate,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,104.0,119.1,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,95.2,104.8,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,111.3,106.9,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,113.2,120.5,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,105.8,116.0,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,105.8,118.8,Linear,White,Tropical,Moderate,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,113.9,129.7,Linear,White,Mediterranean,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,117.0,107.7,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,117.8,113.8,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,103.6,121.0,Linear,White,Mediterranean,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,112.8,110.7,Linear,White,Mediterranean,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,104.3,115.7,Linear,White,Mediterranean,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,108.6,121.6,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,99.3,117.9,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,109.2,124.4,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,103.0,115.8,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,105.7,112.7,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,107.8,117.8,Linear,White,Mediterranean,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,107.7,113.6,Linear,White,Mediterranean,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,115.5,120.2,Linear,White,Mediterranean,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,112.7,119.9,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,105.4,108.2,Linear,White,Mediterranean,Very High,Very High
120,200,120,55,3,4,0,1,0,9,1,1,4,3,0,168.1,86.2,Intermediate,Yellow,Tropical/Temperate,Moderate,Very High
200,120,55,120,4,3,1,0,9,0,1,1,3,4,0,155.5,82.5,Palmate,Intermediate,Tropical/Temperate,Moderate,Very High
120,200,120,55,3,4,0,1,0,9,1,1,4,3,0,144.0,86.1,Linear,White,Tropical/Temperate,Moderate,Very High
200,120,55,120,4,3,1,0,9,0,1,1,3,4,0,161.6,82.0,Intermediate,Yellow,Tropical/Temperate,Moderate,Very High
120,200,120,55,3,4,0,1,0,9,1,1,4,3,0,160.2,82.1,Intermediate,Intermediate,Tropical,Moderate,Very High
200,120,55,120,4,3,1,0,9,0,1,1,3,4,0,155.6,84.9,Linear,Intermediate,Tropical/Temperate,Moderate,Very High
120,200,120,55,3,4,0,1,0,9,1,1,4,3,0,157.2,90.2,Intermediate,Yellow,Tropical/Temperate,Moderate,Very High
200,120,55,120,4,3,1,0,9,0,1,1,3,4,0,169.5,93.8,Intermediate,Intermediate,Tropical/Temperate,Moderate,Very High
120,200,120,55,3,4,0,1,0,9,1,1,4,3,0,139.5,89.5,Intermediate,Intermediate,Tropical,Moderate,Very High
200,120,55,120,4,3,1,0,9,0,1,1,3,4,0,158.6,85.1,Palmate,White,Tropical/Temperate,Moderate,Very High
120,200,120,55,3,4,0,1,0,9,1,1,4,3,0,180.2,88.1,Intermediate,White,Tropical,Moderate,Very High
200,120,55,120,4,3,1,0,9,0,1,1,3,4,0,157.9,90.9,Intermediate,Intermediate,Tropical,Moderate,Very High
120,200,120,55,3,4,0,1,0,9,1,1,4,3,0,151.7,94.5,Linear,White,Tropical/Temperate,Moderate,Very High
200,120,55,120,4,3,1,0,9,0,1,1,3,4,0,161.7,89.8,Intermediate,Intermediate,Tropical,Moderate,Very High
120,200,120,55,3,4,0,1,0,9,1,1,4,3,0,153.0,80.5,Palmate,Yellow,Tropical,Moderate,Very High
200,120,55,120,4,3,1,0,9,0,1,1,3,4,0,187.9,84.2,Palmate,Intermediate,Tropical/Temperate,Moderate,Very High
120,150,120,75,3,4,0,1,0,4,1,1,4,3,0,133.5,101.3,Intermediate,Intermediate,Arid,Moderate,Very High
150,120,75,120,4,3,1,0,4,0,1,1,3,4,0,141.6,95.4,Intermediate,Intermediate,Tropical,Moderate,Very High
120,150,120,75,3,4,0,1,0,4,1,1,4,3,0,124.3,93.4,Linear,Yellow,Arid,Moderate,Very High
150,120,75,120,4,3,1,0,4,0,1,1,3,4,0,132.1,108.9,Linear,Intermediate,Tropical,Moderate,Very High
120,150,120,75,3,4,0,1,0,4,1,1,4,3,0,121.1,96.5,Linear,Yellow,Tropical,Moderate,Very High
150,120,75,120,4,3,1,0,4,0,1,1,3,4,0,142.4,97.8,Intermediate,Intermediate,Tropical,Moderate,Very High
120,150,120,75,3,4,0,1,0,4,1,1,4,3,0,137.5,104.3,Intermediate,Yellow,Arid,Moderate,Very High
150,120,75,120,4,3,1,0,4,0,1,1,3,4,0,139.3,86.6,Intermediate,Intermediate,Arid,Moderate,Very High
120,150,120,75,3,4,0,1,0,4,1,1,4,3,0,136.9,91.6,Palmate,Intermediate,Arid,Moderate,Very High
150,120,75,120,4,3,1,0,4,0,1,1,3,4,0,137.6,97.9,Intermediate,White,Arid,Moderate,Very High
120,150,120,75,3,4,0,1,0,4,1,1,4,3,0,131.8,89.4,Palmate,Intermediate,Tropical,Moderate,Very High
150,120,75,120,4,3,1,0,4,0,1,1,3,4,0,136.1,103.3,Palmate,Yellow,Tropical,Moderate,Very High
120,150,120,75,3,4,0,1,0,4,1,1,4,3,0,145.4,92.8,Intermediate,Intermediate,Arid,Moderate,Very High
150,120,75,120,4,3,1,0,4,0,1,1,3,4,0,141.9,92.6,Linear,Yellow,Arid,Moderate,Very High
120,150,120,75,3,4,0,1,0,4,1,1,4,3,0,130.3,98.6,Linear,White,Tropical,Moderate,Very High
150,120,75,120,4,3,1,0,4,0,1,1,3,4,0,142.8,101.3,Intermediate,Intermediate,Arid,Moderate,Very High
120,60,120,60,3,0,0,0,0,2,1,1,4,3,0,90.5,85.1,Linear,White,Temperate,Moderate,Very High
60,120,60,120,0,3,0,0,2,0,1,1,3,4,0,90.0,94.1,Intermediate,White,Temperate,Moderate,Very High
120,60,120,60,3,0,0,0,0,2,1,1,4,3,0,90.2,89.6,Ovate,White,Tropical,Moderate,Very High
60,120,60,120,0,3,0,0,2,0,1,1,3,4,0,88.6,93.8,Intermediate,White,Tropical,Moderate,Very High
120,60,120,60,3,0,0,0,0,2,1,1,4,3,0,95.8,88.7,Intermediate,White,Tropical,Moderate,Very High
60,120,60,120,0,3,0,0,2,0,1,1,3,4,0,83.6,89.7,Intermediate,White,Temperate,Moderate,Very High
120,60,120,60,3,0,0,0,0,2,1,1,4,3,0,90.3,92.3,Intermediate,White,Tropical,Moderate,Very High
60,120,60,120,0,3,0,0,2,0,1,1,3,4,0,95.6,85.5,Intermediate,White,Tropical,Moderate,Very High
120,60,120,60,3,0,0,0,0,2,1,1,4,3,0,83.1,93.6,Intermediate,White,Tropical,Moderate,Very High
60,120,60,120,0,3,0,0,2,0,1,1,3,4,0,81.3,85.5,Ovate,White,Temperate,Moderate,Very High
120,60,120,60,3,0,0,0,0,2,1,1,4,3,0,87.4,96.7,Linear,White,Temperate,Moderate,Very High
60,120,60,120,0,3,0,0,2,0,1,1,3,4,0,92.3,90.9,Ovate,White,Temperate,Moderate,Very High
120,60,120,60,3,0,0,0,0,2,1,1,4,3,0,90.2,84.1,Intermediate,White,Temperate,Moderate,Very High
60,120,60,120,0,3,0,0,2,0,1,1,3,4,0,82.9,83.7,Linear,White,Tropical,Moderate,Very High
120,60,120,60,3,0,0,0,0,2,1,1,4,3,0,91.0,93.5,Linear,White,Temperate,Moderate,Very High
60,120,60,120,0,3,0,0,2,0,1,1,3,4,0,83.7,85.7,Linear,White,Temperate,Moderate,Very High
120,180,120,80,3,0,0,0,0,0,1,2,4,3,0,142.3,91.6,Intermediate,White,Tropical,Very High,Very High
180,120,80,120,0,3,0,0,0,0,2,1,3,4,0,158.8,103.1,Intermediate,White,Tropical,Very High,Very High
120,180,120,80,3,0,0,0,0,0,1,2,4,3,0,148.0,85.3,Ovate,White,Tropical,Very High,Very High
180,120,80,120,0,3,0,0,0,0,2,1,3,4,0,156.3,107.1,Linear,White,Tropical,Very High,Very High
120,180,120,80,3,0,0,0,0,0,1,2,4,3,0,147.2,102.8,Intermediate,White,Tropical,Very High,Very High
180,120,80,120,0,3,0,0,0,0,2,1,3,4,0,143.3,102.6,Intermediate,White,Tropical,Very High,Very High
120,180,120,80,3,0,0,0,0,0,1,2,4,3,0,142.6,102.4,Intermediate,White,Tropical,Very High,Very High
180,120,80,120,0,3,0,0,0,0,2,1,3,4,0,146.6,93.3,Intermediate,White,Tropical,Very High,Very High
120,180,120,80,3,0,0,0,0,0,1,2,4,3,0,141.7,97.7,Linear,White,Tropical,Very High,Very High
180,120,80,120,0,3,0,0,0,0,2,1,3,4,0,146.4,98.4,Intermediate,White,Tropical,Very High,Very High
120,180,120,80,3,0,0,0,0,0,1,2,4,3,0,155.2,97.9,Ovate,White,Tropical,Very High,Very High
180,120,80,120,0,3,0,0,0,0,2,1,3,4,0,149.8,100.8,Linear,White,Tropical,Very High,Very High
120,180,120,80,3,0,0,0,0,0,1,2,4,3,0,150.3,94.6,Linear,White,Tropical,Very High,Very High
180,120,80,120,0,3,0,0,0,0,2,1,3,4,0,148.3,99.8,Intermediate,White,Tropical,Very High,Very High
120,180,120,80,3,0,0,0,0,0,1,2,4,3,0,151.7,98.3,Ovate,White,Tropical,Very High,Very High
180,120,80,120,0,3,0,0,0,0,2,1,3,4,0,149.9,99.9,Intermediate,White,Tropical,Very High,Very High
120,100,120,95,3,0,0,2,0,2,1,2,4,4,0,110.2,100.3,Intermediate,White,Temperate,Very High,Very High
100,120,95,120,0,3,2,0,2,0,2,1,4,4,0,114.3,103.5,Intermediate,White,Tropical,Very High,Very High
120,100,120,95,3,0,0,2,0,2,1,2,4,4,0,102.3,109.3,Intermediate,Intermediate,Temperate,Very High,Very High
100,120,95,120,0,3,2,0,2,0,2,1,4,4,0,105.7,112.5,Intermediate,Intermediate,Tropical,Very High,Very High
120,100,120,95,3,0,0,2,0,2,1,2,4,4,0,110.7,100.8,Ovate,Purple,Tropical,Very High,Very High
100,120,95,120,0,3,2,0,2,0,2,1,4,4,0,98.9,111.1,Intermediate,Intermediate,Tropical,Very High,Very High
120,100,120,95,3,0,0,2,0,2,1,2,4,4,0,99.2,103.4,Ovate,Purple,Temperate,Very High,Very High
100,120,95,120,0,3,2,0,2,0,2,1,4,4,0,110.6,109.8,Linear,Purple,Temperate,Very High,Very High
120,100,120,95,3,0,0,2,0,2,1,2,4,4,0,111.1,105.7,Intermediate,White,Tropical,Very High,Very High
100,120,95,120,0,3,2,0,2,0,2,1,4,4,0,106.7,108.5,Intermediate,Intermediate,Temperate,Very High,Very High
120,100,120,95,3,0,0,2,0,2,1,2,4,4,0,102.3,112.7,Linear,White,Temperate,Very High,Very High
100,120,95,120,0,3,2,0,2,0,2,1,4,4,0,110.5,104.7,Linear,Intermediate,Tropical,Very High,Very High
120,100,120,95,3,0,0,2,0,2,1,2,4,4,0,113.2,99.8,Ovate,Purple,Tropical,Very High,Very High
100,120,95,120,0,3,2,0,2,0,2,1,4,4,0,110.9,106.9,Intermediate,Purple,Temperate,Very High,Very High
120,100,120,95,3,0,0,2,0,2,1,2,4,4,0,97.4,104.1,Intermediate,White,Temperate,Very High,Very High
100,120,95,120,0,3,2,0,2,0,2,1,4,4,0,116.3,110.4,Intermediate,Intermediate,Temperate,Very High,Very High
120,50,120,130,3,9,0,1,0,8,1,1,4,3,0,85.6,141.4,Compound,Intermediate,Tropical,Moderate,Very High
50,120,130,120,9,3,1,0,8,0,1,1,3,4,0,78.9,124.9,Linear,Yellow,Tropical/Subtropical,Moderate,Very High
120,50,120,130,3,9,0,1,0,8,1,1,4,3,0,80.2,129.0,Compound,White,Tropical/Subtropical,Moderate,Very High
50,120,130,120,9,3,1,0,8,0,1,1,3,4,0,85.2,122.8,Intermediate,Intermediate,Tropical/Subtropical,Moderate,Very High
120,50,120,130,3,9,0,1,0,8,1,1,4,3,0,84.8,119.8,Compound,Intermediate,Tropical/Subtropical,Moderate,Very High
50,120,130,120,9,3,1,0,8,0,1,1,3,4,0,76.7,127.5,Linear,White,Tropical/Subtropical,Moderate,Very High
120,50,120,130,3,9,0,1,0,8,1,1,4,3,0,82.6,125.4,Compound,Intermediate,Tropical,Moderate,Very High
50,120,130,120,9,3,1,0,8,0,1,1,3,4,0,87.5,120.4,Compound,White,Tropical/Subtropical,Moderate,Very High
120,50,120,130,3,9,0,1,0,8,1,1,4,3,0,94.4,128.6,Compound,White,Tropical,Moderate,Very High
50,120,130,120,9,3,1,0,8,0,1,1,3,4,0,85.5,132.6,Intermediate,Intermediate,Tropical,Moderate,Very High
120,50,120,130,3,9,0,1,0,8,1,1,4,3,0,86.7,134.0,Intermediate,Intermediate,Tropical/Subtropical,Moderate,Very High
50,120,130,120,9,3,1,0,8,0,1,1,3,4,0,80.8,130.6,Intermediate,Intermediate,Tropical/Subtropical,Moderate,Very High
120,50,120,130,3,9,0,1,0,8,1,1,4,3,0,90.1,121.8,Intermediate,Intermediate,Tropical,Moderate,Very High
50,120,130,120,9,3,1,0,8,0,1,1,3,4,0,79.7,115.9,Linear,Intermediate,Tropical/Subtropical,Moderate,Very High
120,50,120,130,3,9,0,1,0,8,1,1,4,3,0,81.8,116.8,Intermediate,White,Tropical/Subtropical,Moderate,Very High
50,120,130,120,9,3,1,0,8,0,1,1,3,4,0,79.2,128.0,Compound,Intermediate,Tropical/Subtropical,Moderate,Very High
120,70,120,90,3,7,0,0,0,6,1,1,4,4,0,90.2,111.2,Pinnate,White,Cool Temperate,Moderate,Very High
70,120,90,120,7,3,0,0,6,0,1,1,4,4,0,92.5,96.4,Intermediate,White,Cool Temperate,Moderate,Very High
120,70,120,90,3,7,0,0,0,6,1,1,4,4,0,91.4,105.6,Pinnate,White,Tropical,Moderate,Very High
70,120,90,120,7,3,0,0,6,0,1,1,4,4,0,94.6,104.8,Pinnate,White,Tropical,Moderate,Very High
120,70,120,90,3,7,0,0,0,6,1,1,4,4,0,99.0,107.5,Intermediate,White,Tropical,Moderate,Very High
70,120,90,120,7,3,0,0,6,0,1,1,4,4,0,93.6,103.0,Intermediate,White,Cool Temperate,Moderate,Very High
120,70,120,90,3,7,0,0,0,6,1,1,4,4,0,96.2,120.7,Intermediate,White,Tropical,Moderate,Very High
70,120,90,120,7,3,0,0,6,0,1,1,4,4,0,91.2,95.7,Pinnate,White,Cool Temperate,Moderate,Very High
120,70,120,90,3,7,0,0,0,6,1,1,4,4,0,102.0,104.2,Pinnate,White,Cool Temperate,Moderate,Very High
70,120,90,120,7,3,0,0,6,0,1,1,4,4,0,97.6,98.3,Pinnate,White,Tropical,Moderate,Very High
120,70,120,90,3,7,0,0,0,6,1,1,4,4,0,98.5,108.3,Intermediate,White,Cool Temperate,Moderate,Very High
70,120,90,120,7,3,0,0,6,0,1,1,4,4,0,95.5,108.2,Intermediate,White,Tropical,Moderate,Very High
120,70,120,90,3,7,0,0,0,6,1,1,4,4,0,95.8,102.2,Linear,White,Cool Temperate,Moderate,Very High
70,120,90,120,7,3,0,0,6,0,1,1,4,4,0,103.6,106.2,Linear,White,Tropical,Moderate,Very High
120,70,120,90,3,7,0,0,0,6,1,1,4,4,0,98.5,111.4,Intermediate,White,Tropical,Moderate,Very High
70,120,90,120,7,3,0,0,6,0,1,1,4,4,0,90.9,97.3,Intermediate,White,Tropical,Moderate,Very High
120,30,120,100,3,5,0,2,0,8,1,2,4,3,0,75.4,126.6,Linear,White,Tropical/Subtropical,Very High,Very High
30,120,100,120,5,3,2,0,8,0,2,1,3,4,0,76.0,111.6,Intermediate,Purple,Tropical,Very High,Very High
120,30,120,100,3,5,0,2,0,8,1,2,4,3,0,77.9,120.2,Cordate,White,Tropical,Very High,Very High
30,120,100,120,5,3,2,0,8,0,2,1,3,4,0,78.8,108.7,Cordate,Purple,Tropical/Subtropical,Very High,Very High
120,30,120,100,3,5,0,2,0,8,1,2,4,3,0,71.9,109.1,Cordate,Intermediate,Tropical/Subtropical,Very High,Very High
30,120,100,120,5,3,2,0,8,0,2,1,3,4,0,75.3,114.9,Cordate,White,Tropical,Very High,Very High
120,30,120,100,3,5,0,2,0,8,1,2,4,3,0,71.9,105.1,Intermediate,Intermediate,Tropical/Subtropical,Very High,Very High
30,120,100,120,5,3,2,0,8,0,2,1,3,4,0,74.8,98.9,Linear,Intermediate,Tropical/Subtropical,Very High,Very High
120,30,120,100,3,5,0,2,0,8,1,2,4,3,0,73.4,104.7,Cordate,Intermediate,Tropical/Subtropical,Very High,Very High
30,120,100,120,5,3,2,0,8,0,2,1,3,4,0,74.5,99.1,Cordate,Purple,Tropical/Subtropical,Very High,Very High
120,30,120,100,3,5,0,2,0,8,1,2,4,3,0,80.5,110.8,Cordate,Purple,Tropical/Subtropical,Very High,Very High
30,120,100,120,5,3,2,0,8,0,2,1,3,4,0,72.5,101.9,Intermediate,Purple,Tropical,Very High,Very High
120,30,120,100,3,5,0,2,0,8,1,2,4,3,0,67.1,109.0,Intermediate,Intermediate,Tropical,Very High,Very High
30,120,100,120,5,3,2,0,8,0,2,1,3,4,0,72.5,106.2,Linear,White,Tropical,Very High,Very High
120,30,120,100,3,5,0,2,0,8,1,2,4,3,0,69.6,118.2,Cordate,Intermediate,Tropical,Very High,Very High
30,120,100,120,5,3,2,0,8,0,2,1,3,4,0,73.2,119.6,Intermediate,White,Tropical/Subtropical,Very High,Very High
120,300,120,270,3,4,0,0,0,0,1,3,4,4,0,235.7,201.3,Linear,White,Tropical,Very High,Very High
300,120,270,120,4,3,0,0,0,0,3,1,4,4,0,211.0,204.1,Intermediate,White,Tropical,Very High,Very High
120,300,120,270,3,4,0,0,0,0,1,3,4,4,0,217.2,211.3,Intermediate,White,Tropical,Very High,Very High
300,120,270,120,4,3,0,0,0,0,3,1,4,4,0,209.6,192.6,Intermediate,White,Tropical,Very High,Very High
120,300,120,270,3,4,0,0,0,0,1,3,4,4,0,199.2,195.0,Intermediate,White,Tropical,Very High,Very High
300,120,270,120,4,3,0,0,0,0,3,1,4,4,0,211.9,191.4,Intermediate,White,Tropical,Very High,Very High
120,300,120,270,3,4,0,0,0,0,1,3,4,4,0,211.2,190.5,Linear,White,Tropical,Very High,Very High
300,120,270,120,4,3,0,0,0,0,3,1,4,4,0,206.0,191.9,Palmate,White,Tropical,Very High,Very High
120,300,120,270,3,4,0,0,0,0,1,3,4,4,0,216.4,195.7,Intermediate,White,Tropical,Very High,Very High
300,120,270,120,4,3,0,0,0,0,3,1,4,4,0,202.6,217.7,Intermediate,White,Tropical,Very High,Very High
120,300,120,270,3,4,0,0,0,0,1,3,4,4,0,194.0,207.7,Palmate,White,Tropical,Very High,Very High
300,120,270,120,4,3,0,0,0,0,3,1,4,4,0,213.0,198.4,Intermediate,White,Tropical,Very High,Very High
120,300,120,270,3,4,0,0,0,0,1,3,4,4,0,202.7,188.2,Linear,White,Tropical,Very High,Very High
300,120,270,120,4,3,0,0,0,0,3,1,4,4,0,210.8,190.9,Linear,White,Tropical,Very High,Very High
120,300,120,270,3,4,0,0,0,0,1,3,4,4,0,204.6,194.1,Intermediate,White,Tropical,Very High,Very High
300,120,270,120,4,3,0,0,0,0,3,1,4,4,0,193.3,212.4,Linear,White,Tropical,Very High,Very High
120,50,120,70,3,6,0,1,0,6,1,1,4,3,0,82.3,93.0,Linear,Intermediate,Cool Temperate,Moderate,Very High
50,120,70,120,6,3,1,0,6,0,1,1,3,4,0,81.8,96.2,Intermediate,Intermediate,Tropical,Moderate,Very High
120,50,120,70,3,6,0,1,0,6,1,1,4,3,0,84.9,88.3,Intermediate,White,Tropical,Moderate,Very High
